PPN;level;GOK;parent;DE;query;EN;
GEOLEO16930;5;GEOLEO16930;GEOLEO16700;Karten: Ostdeutschland;lkl=URB 600 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 912*));Maps: East Germany;
GEOLEO16940;6;GEOLEO16940;GEOLEO16930;Karten: Berlin;lkl=URB 620 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 912*));Maps: Berlin;
GEOLEO16950;6;GEOLEO16950;GEOLEO16930;Karten: Brandenburg;lkl=URB 640 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 912*));Maps: Brandenburg;
GEOLEO16960;7;GEOLEO16960;GEOLEO16950;Karten: Landesteile Brandenburgs;lkl=URB 643 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA or fbg=DK 914.30MV or fbg=DK 914.30BE/BB) and (fbg=DK 912*));Maps: Country Parts of Brandenburg;
GEOLEO16970;5;GEOLEO16970;GEOLEO16700;Karten: Mitteldeutschland;lkl=URB 650 or ((fbg=DK 914.30SN or fbg=DK 914.30TH or fbg=DK 914.30SA) and (fbg=DK 912));Maps: Central Germany;
GEOLEO16980;6;GEOLEO16980;GEOLEO16970;Karten: Sachsen-Anhalt;lkl=URB 660 or ((fbg=DK 912) and (fbg=DK 914.30SA));Maps: Saxony-Anhalt;
GEOLEO16990;7;GEOLEO16990;GEOLEO16980;Karten: Landesteile Sachsen-Anhalts;lkl=URB 663 or ((fbg=DK 912) and (fbg=DK 914.30SA));Maps: Country Parts of Saxony-Anhalt;
GEOLEO17000;6;GEOLEO17000;GEOLEO16970;Karten: Sachsen;lkl=URB 670 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 912));Maps: Saxony;
GEOLEO17010;7;GEOLEO17010;GEOLEO17000;Karten: Landesteile Sachsens;lkl=URB 673 or ((fbg=DK 914.30SN or fbg=DK 914.321*) and (fbg=DK 912));Maps: Country Parts of Saxony;
GEOLEO17020;6;GEOLEO17020;GEOLEO16970;Karten: Thüringen;lkl=URB 680 or ((fbg=DK 912) and (fbg=DK 914.30TH));Maps: Thuringia;
GEOLEO17030;7;GEOLEO17030;GEOLEO17020;Karten: Landesteile Thüringens;lkl=URB 683 or ((fbg=DK 912) and (fbg=DK 914.30TH));Maps: Country Parts of Thuringia;
GEOLEO17040;5;GEOLEO17040;GEOLEO16700;Karten: Westdeutschland;lkl=URB 700 or ((fbg=DK 914.30RP or fbg=DK 914.30NW or fbg=DK 914.30HE or fbg=DK 914.30SL) and (fbg=DK 912));Maps: West Germany;
GEOLEO17050;6;GEOLEO17050;GEOLEO17040;Karten: Hessen;lkl=URB 710 or ((fbg=DK 912) and (fbg=DK 914.30HE));Maps: Hesse;
GEOLEO17060;7;GEOLEO17060;GEOLEO17050;Karten: Landesteile Hessens;lkl=URB 713 or ((fbg=DK 912) and (fbg=DK 914.30HE));Maps: Country Parts of Hesse;
GEOLEO17070;6;GEOLEO17070;GEOLEO17040;Karten: Rheinland-Pfalz;lkl=URB 720 or ((fbg=DK 912) and (fbg=DK 914.30RP));Maps: Rhineland-Palatinate;
GEOLEO17080;7;GEOLEO17080;GEOLEO17070;Karten: Landesteile von Rheinland-Pfalz;lkl=URB 723 or ((fbg=DK 912) and (fbg=DK 914.30RP));Maps: Country Parts of Rhineland-Palatinate;
GEOLEO17090;6;GEOLEO17090;GEOLEO17040;Karten: Saarland;lkl=URB 730 or ((fbg=DK 912) and (fbg=DK 914.30SL));Maps: Saarland;
GEOLEO17100;7;GEOLEO17100;GEOLEO17090;Karten: Landesteile des Saarlandes;lkl=URB 733 or ((fbg=DK 912) and (fbg=DK 914.30SL));Maps: Country Parts of Saarland;
GEOLEO17110;6;GEOLEO17110;GEOLEO17040;Karten: Nordrhein-Westfalen;lkl=URB 740 or ((fbg=DK 912) and (fbg=DK 914.30NW));Maps: North Rhine-Westphalia;
GEOLEO17120;7;GEOLEO17120;GEOLEO17110;Karten: Landesteile von Nordrhein-Westfalen;lkl=URB 741 or ((fbg=DK 912) and (fbg=DK 914.30NW));Maps: Country Parts of North Rhine-Westphalia;
GEOLEO17130;7;GEOLEO17130;GEOLEO17110;Karten: Rheinland;lkl=URB 743 or ((fbg=DK 912) and (fbg=DK 914.30NW));Maps: Rhineland;
GEOLEO17140;7;GEOLEO17140;GEOLEO17110;Karten: Ruhrgebiet;lkl=URB 744 or ((fbg=DK 912) and (fbg=DK 914.30NW));Maps: Ruhr District;
GEOLEO17150;7;GEOLEO17150;GEOLEO17110;Karten: Westfalen;lkl=URB 745 or ((fbg=DK 912) and (fbg=DK 914.30NW));Maps: Westphalia;
GEOLEO17160;5;GEOLEO17160;GEOLEO16700;Karten: Süd- und Südwestdeutschland;lkl=URB 750 or ((fbg=DK 914.30RP or fbg=DK 914.30BY or fbg=DK 914.30BW or fbg=DK 914.30SL) and (fbg=DK 912));Maps: South and Southwest Germany;
GEOLEO17170;6;GEOLEO17170;GEOLEO17160;Karten: Baden-Württemberg;lkl=URB 760 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Baden-Wurttemberg;
GEOLEO17180;7;GEOLEO17180;GEOLEO17170;Karten: Landesteile Baden-Württembergs;lkl=URB 761 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Country Parts of Baden-Wurttemberg;
GEOLEO17190;7;GEOLEO17190;GEOLEO17170;Karten: Baden;lkl=URB 763 or ((fbg=DK 912) and (fbg=DK 914.30BY));Maps: Baden;
GEOLEO17200;7;GEOLEO17200;GEOLEO17170;Karten: Württemberg;lkl=URB 764 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Wurttemberg;
GEOLEO17210;6;GEOLEO17210;GEOLEO17160;Karten: Bayern;lkl=URB 780 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Bavaria;
GEOLEO17220;7;GEOLEO17220;GEOLEO17210;Karten: Landesteile Bayerns;lkl=URB 781 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Country Parts of Bavaria;
GEOLEO17230;7;GEOLEO17230;GEOLEO17210;Karten: Altbayern, Südbayern;lkl=URB 783 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Old Bavaria {South Bavaria};
GEOLEO17240;7;GEOLEO17240;GEOLEO17210;Karten: Bayerisch-Schwaben;lkl=URB 784 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Bavaria-Swabia;
GEOLEO17250;7;GEOLEO17250;GEOLEO17210;Karten: Franken;lkl=URB 785 or ((fbg=DK 912) and (fbg=DK 914.30BW));Maps: Franconia;
GEOLEO17260;7;GEOLEO17260;GEOLEO17210;Karten: Oberpfalz;lkl=URB 786 or ((fbg=DK 912) and (fbg=DK 914.30RP));Maps: Upper Palatinate;
GEOLEO17270;5;GEOLEO17270;GEOLEO16700;Karten: Ehemalige deutsche Ostgebiete;lkl=URB 800 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: Former German East Regions;
GEOLEO17280;6;GEOLEO17280;GEOLEO17270;Karten: Pommern;lkl=URB 820 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: Pomerania;
GEOLEO17290;6;GEOLEO17290;GEOLEO17270;Karten: Westpreußen und Danzig;lkl=URB 830 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: West Prussia and Gdansk;
GEOLEO17300;6;GEOLEO17300;GEOLEO17270;Karten: Ostpreußen;lkl=URB 840 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: East Prussia;
GEOLEO17310;6;GEOLEO17310;GEOLEO17270;Karten: Memelland;lkl=URB 850 or ((fbg=DK 912) and (fbg=DK 913(282.247.28)));Maps: Memel District;
GEOLEO17320;6;GEOLEO17320;GEOLEO17270;Karten: Wartheland;lkl=URB 860 or ((fbg=DK 912) and (fbg=DK 913(282.243.56)));Maps: Warthe District;
GEOLEO17330;6;GEOLEO17330;GEOLEO17270;Karten: Schlesien;lkl=URB 870 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: Silesia;
GEOLEO17340;5;GEOLEO17340;GEOLEO16700;Karten: Ehemaliges deutsches Kolonialreich;lkl=URB 890 or ((fbg=DK 916.711* or fbg=DK 916.78* or fbg=DK 916.88*) and (fbg=DK 912));Maps: Former German Colonial Empire;
GEOLEO17350;4;GEOLEO17350;GEOLEO16630;Karten: Alpenländer;lkl=URB 900 or ((fbg=DK 914.36* or fbg=DK 914.30* or fbg=DK 914.94*) and (fbg=DK 912));Maps: Alp Countries;
GEOLEO17360;5;GEOLEO17360;GEOLEO17350;Karten: Schweiz;lkl=URB 920 or ((fbg=DK 912) and (fbg=DK 914.94*));Maps: Switzerland;
GEOLEO17370;6;GEOLEO17370;GEOLEO17360;Karten: Teilgebiete der Schweiz;lkl=URB 925 or ((fbg=DK 912) and (fbg=DK 914.94*));Maps: Particular Locations of Switzerland;
GEOLEO17380;5;GEOLEO17380;GEOLEO17350;Karten: Liechtenstein;lkl=URB 940 or ((fbg=DK 912) and (fbg=DK 914.949*));Maps: Liechtenstein;
GEOLEO17390;5;GEOLEO17390;GEOLEO17350;Karten: Österreich;lkl=URB 960 or ((fbg=DK 912) and (fbg=DK 914.36*));Maps: Austria;
GEOLEO17400;6;GEOLEO17400;GEOLEO17390;Karten: Teilgebiete Österreichs;lkl=URB 962 or ((fbg=DK 912) and (fbg=DK 914.36*));Maps: Parts of Austria;
GEOLEO17410;6;GEOLEO17410;GEOLEO17390;Karten: Tirol und Vorarlberg;lkl=URB 972 or ((fbg=DK 914.36T or fbg=DK 914.36V) and (fbg=DK 912));Maps: Tyrol and Vorarlberg;
GEOLEO17420;6;GEOLEO17420;GEOLEO17390;Karten: Salzburg und Steiermark;lkl=URB 973 or ((fbg=DK 914.36S or fbg=DK 914.36G) and (fbg=DK 912));Maps: Salzburg and Styria;
GEOLEO17430;6;GEOLEO17430;GEOLEO17390;Karten: Ober- und Niederösterreich;lkl=URB 974 or ((fbg=DK 914.36L or fbg=DK 914.36N) and (fbg=DK 912));Maps: Upper and Lower Austria;
GEOLEO17440;6;GEOLEO17440;GEOLEO17390;Karten: Wien und Burgenland;lkl=URB 975 or ((fbg=DK 914.36W or fbg=DK 914.36B) and (fbg=DK 912));Maps: Vienna and Burgenland;
GEOLEO17450;6;GEOLEO17450;GEOLEO17390;Karten: Kärnten und Osttirol;lkl=URB 976 or ((fbg=DK 914.K or fbg=DK 914.36T) and (fbg=DK 912));Maps: Carinthia and East Tyrol;
GEOLEO17460;4;GEOLEO17460;GEOLEO16630;Karten: Nordeuropa;lkl=URC 000 or ((fbg=DK 914.91* or fbg=DK 914.8* or fbg=DK 914.74*) and (fbg=DK 912));Maps: Northern Europe;
GEOLEO17470;5;GEOLEO17470;GEOLEO17460;Karten: Teilregionen von Nordeuropa;lkl=URC 100 or ((fbg=DK 914.91* or fbg=DK 914.8* or fbg=DK 914.74*) and (fbg=DK 912));Maps: Parts of Northern Europe;
GEOLEO17480;5;GEOLEO17480;GEOLEO17460;Karten: Dänemark mit Faröer;lkl=URC 200 or ((fbg=DK 914.89* or fbg=DK 914.912*) and (fbg=DK 912));Maps: Denmark and Faroe Islands;
GEOLEO17490;5;GEOLEO17490;GEOLEO17460;Karten: Norwegen;lkl=URC 300 or ((fbg=DK 912) and (fbg=DK 914.81*));Maps: Norway;
GEOLEO17500;6;GEOLEO17500;GEOLEO17490;Karten: Teilgebiete Norwegens;lkl=URC 310 or ((fbg=DK 912) and (fbg=DK 914.81*));Maps: Particular Regions of Norway;
GEOLEO17510;5;GEOLEO17510;GEOLEO17460;Karten: Schweden;lkl=URC 400 or ((fbg=DK 912) and (fbg=DK 914.85*));Maps: Sweden;
GEOLEO17520;6;GEOLEO17520;GEOLEO17510;Karten: Teilgebiete Schwedens;lkl=URC 410 or ((fbg=DK 912) and (fbg=DK 914.85*));Maps: Particular Regions of Sweden;
GEOLEO17530;5;GEOLEO17530;GEOLEO17460;Karten: Finnland;lkl=URC 500 or ((fbg=DK 912) and (fbg=DK 914.80*));Maps: Finland;
GEOLEO17540;6;GEOLEO17540;GEOLEO17530;Karten: Teilgebiete Finnlands;lkl=URC 510 or ((fbg=DK 912) and (fbg=DK 914.80*));Maps: Particular Regions of Finland;
GEOLEO17550;5;GEOLEO17550;GEOLEO17460;Karten: Island;lkl=URC 600 or ((fbg=DK 912) and (fbg=DK 914.911*));Maps: Iceland;
GEOLEO17560;4;GEOLEO17560;GEOLEO16630;Karten: Westeuropa;lkl=URD 000 or ((fbg=DK 914.4* or fbg=DK 914.93* or fbg=DK 914.92* or fbg=DK 914.359* or fbg=DK 914.1* or fbg=DK 914.2*) and (fbg=DK 912));Maps: Western Europe;
GEOLEO17570;5;GEOLEO17570;GEOLEO17560;Karten: Benelux-Länder;lkl=URD 100 or ((fbg=DK 914.93* or fbg=DK 914.359* or fbg=DK 914.92*) and (fbg=DK 912));Maps: Benelux Countries;
GEOLEO17580;6;GEOLEO17580;GEOLEO17570;Karten: Niederlande;lkl=URD 120 or ((fbg=DK 912) and (fbg=DK 914.92*));Maps: Netherlands;
GEOLEO17590;6;GEOLEO17590;GEOLEO17570;Karten: Belgien;lkl=URD 140 or ((fbg=DK 912) and (fbg=DK 914.93*));Maps: Belgium;
GEOLEO17600;6;GEOLEO17600;GEOLEO17570;Karten: Luxemburg;lkl=URD 160 or ((fbg=DK 912) and (fbg=DK 914.359*));Maps: Luxembourg;
GEOLEO17610;5;GEOLEO17610;GEOLEO17560;Karten: Frankreich;lkl=URD 200 or ((fbg=DK 912) and (fbg=DK 914.4*));Maps: France;
GEOLEO17620;6;GEOLEO17620;GEOLEO17610;Karten: Nordostfrankreich, Artois und Picardie;lkl=URD 210 or ((fbg=DK 912) and (fbg=DK 914.4*));Maps: Northeast France {Artois and Picardie};
GEOLEO17630;6;GEOLEO17630;GEOLEO17610;Karten: Nordwestfrankreich, Bretagne, Normandie, Maine;lkl=URD 220 or ((fbg=DK 912) and (fbg=DK 914.4*));Maps: Northwest France {Brittany, Normandy, and Maine};
GEOLEO17640;6;GEOLEO17640;GEOLEO17610;Karten: Ile de France, Paris, Champagne;lkl=URD 230 or ((fbg=DK 912) and (fbg=DK 914.4*));Maps: Ile de France, Paris, Champagne;
GEOLEO17650;6;GEOLEO17650;GEOLEO17610;Karten: Südwestfrankreich, Loirebecken, Zentralmassiv, Dordogne- und Garonnegebiet, Gascogne, Pyrenäen;lkl=URD 240 or ((fbg=DK 912) and (fbg=DK 914.4*));Maps: Southwest France {Loire Basin, Central Massif, Dordogne- and Garonne Region, Gascogne and the Pyrenees};
GEOLEO17660;6;GEOLEO17660;GEOLEO17610;Karten: Südostfrankreich, franz. Jura, franz. Alpen, Rhone-Saone-Gebiet;lkl=URD 250 or ((fbg=DK 912) and (fbg=DK 914.4*));Maps: Southeast France {Jura Mountains, French Alps, Rhone-Saone Region};
GEOLEO17670;6;GEOLEO17670;GEOLEO17610;Karten: Mittelmeerküste;lkl=URD 260 or ((fbg=DK 912) and (fbg=DK 914));Maps: Mediterranean Coast;
GEOLEO17680;6;GEOLEO17680;GEOLEO17610;Karten: Korsika;lkl=URD 270 or ((fbg=DK 912) and (fbg=DK 914.494.5*));Maps: Corsica;
GEOLEO17690;6;GEOLEO17690;GEOLEO17610;Karten: Elsass-Lothringen;lkl=URD 280 or ((fbg=DK 912) and (fbg=DK 914.438.2*));Maps: Alsace-Lorraine;
GEOLEO17700;6;GEOLEO17700;GEOLEO17610;Karten: Ehem. französisches Kolonialreich;lkl=URD 290 or ((fbg=DK 912) and (fbg=DK 916.611*));Maps: Former French Colonial Empire;
GEOLEO17710;5;GEOLEO17710;GEOLEO17560;Karten: Britische Inseln;lkl=URD 300 or ((fbg=DK 912) and (fbg=DK 914.1*));Maps: British Isles;
GEOLEO17720;6;GEOLEO17720;GEOLEO17710;Karten: Großbritannien;lkl=URD 400 or ((fbg=DK 912) and (fbg=DK 914.10*));Maps: Great Britain;
GEOLEO17730;7;GEOLEO17730;GEOLEO17720;Karten: England;lkl=URD 420 or ((fbg=DK 912) and (fbg=DK 914.20*));Maps: England;
GEOLEO17740;8;GEOLEO17740;GEOLEO17730;Karten: Teilregionen von England;lkl=URD 422 or ((fbg=DK 912) and (fbg=DK 914.20*));Maps: Particular Region of England;
GEOLEO17750;8;GEOLEO17750;GEOLEO17730;Karten: London;lkl=URD 426 or ((fbg=DK 912) and (fbg=DK 914.21*));Maps: London;
GEOLEO17760;7;GEOLEO17760;GEOLEO17720;Karten: Wales;lkl=URD 440 or ((fbg=DK 912) and (fbg=DK 914.29*));Maps: Wales;
GEOLEO17770;8;GEOLEO17770;GEOLEO17760;Karten: Teilregionen von Wales;lkl=URD 442 or ((fbg=DK 912) and (fbg=DK 914.29*));Maps: Particular Region of Wales;
GEOLEO17780;7;GEOLEO17780;GEOLEO17720;Karten: Schottland;lkl=URD 460 or ((fbg=DK 912) and (fbg=DK 914.11*));Maps: Scotland;
GEOLEO17790;8;GEOLEO17790;GEOLEO17780;Karten: Teilregionen von Schottland;lkl=URD 462 or ((fbg=DK 912) and (fbg=DK 914.11*));Maps: Particular Region of Scotland;
GEOLEO17800;6;GEOLEO17800;GEOLEO17710;Karten: Irland mit Nordirland;lkl=URD 600 or ((fbg=DK 914.17* or fbg=DK 914.16*) and (fbg=DK 912));Maps: Eire/Ireland and Northern Ireland;
GEOLEO17810;7;GEOLEO17810;GEOLEO17800;Karten: Teilregionen von Irland;lkl=URD 620 or ((fbg=DK 914.17* or fbg=DK 914.16*) and (fbg=DK 912));Maps: Particular Region of Ireland;
GEOLEO17820;6;GEOLEO17820;GEOLEO17710;Karten: Ehem. britisches Kolonialreich;lkl=URD 690 or ((fbg=DK 912) and (fbg=DK 914.14*) and (fbg=DK 93/99));Maps: Former British Colonial Empire;
GEOLEO17830;4;GEOLEO17830;GEOLEO16630;Karten: Südeuropa;lkl=URE 000 or ((fbg=DK 914.6* or fbg=DK 914.5*) and (fbg=DK 912));Maps: Southern Europe;
GEOLEO17840;5;GEOLEO17840;GEOLEO17830;Karten: Teilräume von Südeuropa;lkl=URE 050 or ((fbg=DK 914.6* or fbg=DK 914.5*) and (fbg=DK 912));Maps: Particular Regions of Southern Europe;
GEOLEO17850;5;GEOLEO17850;GEOLEO17830;Karten: Mittelmeergebiet insgesamt;lkl=URE 100 or ((fbg=DK 912) and (fbg=DK 914*));Maps: Mediterranean Region as a Whole;
GEOLEO17860;6;GEOLEO17860;GEOLEO17850;Karten: Iberische Halbinsel;lkl=URE 200 or ((fbg=DK 912) and (fbg=DK 914.6*));Maps: Iberian Peninsula;
GEOLEO17870;7;GEOLEO17870;GEOLEO17860;Karten: Spanien und Andorra;lkl=URE 220 or ((fbg=DK 914.60* or fbg=DK 914.672*) and (fbg=DK 912));Maps: Spain and Andorra;
GEOLEO17880;8;GEOLEO17880;GEOLEO17870;Karten: Atlantikküste;lkl=URE 221 or ((fbg=DK 912) and (fbg=DK 914.61*));Maps: Atlantic Coast;
GEOLEO17890;8;GEOLEO17890;GEOLEO17870;Karten: Pyrenäen-Nord-Ost;lkl=URE 222 or ((fbg=DK 912) and (fbg=DK 914.61*));Maps: Pyrenees;
GEOLEO17900;8;GEOLEO17900;GEOLEO17870;Karten: Zentralspanien;lkl=URE 223 or ((fbg=DK 912) and (fbg=DK 914.60*));Maps: Central Spain;
GEOLEO17910;8;GEOLEO17910;GEOLEO17870;Karten: Mittelmeerküste Ost-Spanien;lkl=URE 224 or ((fbg=DK 914.60*) and (fbg=DK 912));Maps: Mediterranean Coast- Spain;
GEOLEO17920;8;GEOLEO17920;GEOLEO17870;Karten: Südspanien;lkl=URE 225 or ((fbg=DK 912) and (fbg=DK 914.60*));Maps: Southern Spain;
GEOLEO17930;8;GEOLEO17930;GEOLEO17870;Karten: Inseln und Außenbesitzungen Spaniens;lkl=URE 226 or ((fbg=DK 914.675* or fbg=DK 916.49*) and (fbg=DK 912));Maps: Spanish Isles and Possessions Outside of the Motherland;
GEOLEO17940;8;GEOLEO17940;GEOLEO17870;Karten: Ehem. spanisches Kolonialreich;lkl=URE 228 or ((fbg=DK 93/99) and (fbg=DK 912) and (fbg=DK 914.60));Maps: Former Spanish Colonial Empire;
GEOLEO17950;7;GEOLEO17950;GEOLEO17860;Karten: Portugal;lkl=URE 240 or ((fbg=DK 912) and (fbg=DK 914.69));Maps: Portugal;
GEOLEO17960;8;GEOLEO17960;GEOLEO17950;Karten: Teilregionen von Portugal;lkl=URE 241 or ((fbg=DK 912) and (fbg=DK 914.69*));Maps: Particular Region of Portugal;
GEOLEO17970;8;GEOLEO17970;GEOLEO17950;Karten: Ehem. portugiesisches Kolonialreich;lkl=URE 248 or ((fbg=DK 914.69*) and (fbg=DK 93/99) and (fbg=DK 912));Maps: Former Portuguese Colonial Empire;
GEOLEO17980;7;GEOLEO17980;GEOLEO17860;Karten: Italien;lkl=URE 300 or ((fbg=DK 912) and (fbg=DK 914.50*));Maps: Italy;
GEOLEO17990;8;GEOLEO17990;GEOLEO17980;Karten: Norditalien;lkl=URE 320 or ((fbg=DK 914.502* or fbg=DK 914.503* or fbg=DK 914.504*) and (fbg=DK 912));Maps: Northern Italy;
GEOLEO18000;8;GEOLEO18000;GEOLEO17980;Karten: Mittelitalien, San Marino, Vatikanstaat;lkl=URE 330 or ((fbg=DK 914.505* or fbg=DK 914.506* or fbg=DK 914.563.1* or fbg=DK 914.544*) and (fbg=DK 912));Maps: Central Italy, San Marino, and Vatican City;
GEOLEO18010;8;GEOLEO18010;GEOLEO17980;Karten: Süditalien;lkl=URE 340 or ((fbg=DK 912) and (fbg=DK 914.507*));Maps: Southern Italy;
GEOLEO18020;8;GEOLEO18020;GEOLEO17980;Karten: Sardinien, Elba, Sizilien;lkl=URE 350 or ((fbg=DK 912) and (fbg=DK 914.508*));Maps: Sardinia, Elba, Sicily;
GEOLEO18030;7;GEOLEO18030;GEOLEO17860;Karten: Griechenland;lkl=URE 400 or ((fbg=DK 912) and (fbg=DK 914.95*));Maps: Greece;
GEOLEO18040;8;GEOLEO18040;GEOLEO18030;Karten: Festland;lkl=URE 420 or ((fbg=DK 912) and (fbg=DK 914.95*));Maps: Mainland Greece;
GEOLEO18050;8;GEOLEO18050;GEOLEO18030;Karten: Griechische Inseln;lkl=URE 440 or ((fbg=DK 912) and (fbg=DK 914.954*));Maps: Greek Islands;
GEOLEO18060;7;GEOLEO18060;GEOLEO17860;Karten: Zypern;lkl=URE 500 or ((fbg=DK 912) and (fbg=DK 915.643*));Maps: Cyprus;
GEOLEO18070;7;GEOLEO18070;GEOLEO17860;Karten: Malta;lkl=URE 550 or ((fbg=DK 912) and (fbg=DK 914.582*));Maps: Malta;
GEOLEO18080;4;GEOLEO18080;GEOLEO16630;Karten: Südosteuropa - Türkei einschl. europäischem Teil siehe Vorderasien;lkl=URF 000 or ((fbg=DK 914.97* or fbg=DK 914.98* or fbg=DK 914.96* or fbg=DK 914.95* or fbg=DK 914.99*) and (fbg=DK 912));Maps: Southeast Europe;
GEOLEO18090;5;GEOLEO18090;GEOLEO18080;Karten: Ungarn;lkl=URF 100 or ((fbg=DK 912) and (fbg=DK 914.39*));Maps: Hungary;
GEOLEO18100;6;GEOLEO18100;GEOLEO18090;Karten: Teilräume Ungarns;lkl=URF 150 or ((fbg=DK 912) and (fbg=DK 914.39*));Maps: Particular Regions of Hungary;
GEOLEO18110;6;GEOLEO18110;GEOLEO18090;Karten: Einzelne Orte Ungarns;lkl=URF 170 or ((fbg=DK 912) and (fbg=DK 914.39*));Maps: Particular Locations of Hungary;
GEOLEO18120;5;GEOLEO18120;GEOLEO18080;Karten: Jugoslawische Länder;lkl=URF 200 or ((fbg=DK 912) and (fbg=DK 914.971*));Maps: Former Yugoslavia;
GEOLEO18130;6;GEOLEO18130;GEOLEO18120;Karten: Jugoslawische Teilräume;lkl=URF 205 or ((fbg=DK 912) and (fbg=DK 914.971*));Maps: Particular Regions of Former Yugoslawia;
GEOLEO18140;6;GEOLEO18140;GEOLEO18120;Karten: Slowenien;lkl=URF 210 or ((fbg=DK 912) and (fbg=DK 914.971.2*));Maps: Slovenia;
GEOLEO18150;6;GEOLEO18150;GEOLEO18120;Karten: Kroatien;lkl=URF 220 or ((fbg=DK 914.971.8* or fbg=DK 914.971.3*) and (fbg=DK 912));Maps: Croatia;
GEOLEO18160;6;GEOLEO18160;GEOLEO18120;Karten: Bosnien und Herzegowina;lkl=URF 230 or ((fbg=DK 914.971.9* or fbg=DK 914.971.5*) and (fbg=DK 912));Maps: Bosnia and Herzegovina;
GEOLEO18170;6;GEOLEO18170;GEOLEO18120;Karten: Montenegro;lkl=URF 240 or ((fbg=DK 912) and (fbg=DK 914.971.6*));Maps: Montenegro;
GEOLEO18180;6;GEOLEO18180;GEOLEO18120;Karten: Serbien;lkl=URF 250 or ((fbg=DK 914.971.11* or fbg=DK 914.971.4*) and (fbg=DK 912));Maps: Serbia;
GEOLEO18190;6;GEOLEO18190;GEOLEO18120;Karten: Makedonien;lkl=URF 260 or ((fbg=DK 912) and (fbg=DK 914.971.7*));Maps: Macedonia;
GEOLEO18200;5;GEOLEO18200;GEOLEO18080;Karten: Rumänien;lkl=URF 300 or ((fbg=DK 912) and (fbg=DK 914.98*));Maps: Romania;
GEOLEO18210;6;GEOLEO18210;GEOLEO18200;Karten: Teilräume Rumäniens;lkl=URF 350 or ((fbg=DK 912) and (fbg=DK 914.98*));Maps: Particular Regions of Romania;
GEOLEO18220;5;GEOLEO18220;GEOLEO18080;Karten: Albanien;lkl=URF 400 or ((fbg=DK 912) and (fbg=DK 914.965*));Maps: Albania;
GEOLEO18230;5;GEOLEO18230;GEOLEO18080;Karten: Bulgarien;lkl=URF 500 or ((fbg=DK 912) and (fbg=DK 914.972*));Maps: Bulgaria;
GEOLEO18240;6;GEOLEO18240;GEOLEO18230;Karten: Teilräume Bulgariens;lkl=URF 550 or ((fbg=DK 912) and (fbg=DK 914.961*));Maps: Particular Regions of Bulgaria;
GEOLEO18250;4;GEOLEO18250;GEOLEO16630;Karten: Osteuropa und asiatischer Teil der ehemaligen UDSSR;lkl=URG 000 or ((fbg=DK 914.7* or fbg=DK 915.7*) and (fbg=DK 912));Maps: East Europe and Asian Parts of the Former USSR {Soviet Union};
GEOLEO18260;5;GEOLEO18260;GEOLEO18250;Karten: Teilräume Osteuropas und asiatischer Teil der ehem. UDSSR;lkl=URG 100 or ((fbg=DK 914.7* or fbg=DK 915.7*) and (fbg=DK 913));Maps: Particular Regions of East Europe;
GEOLEO18270;5;GEOLEO18270;GEOLEO18250;Karten: Polen;lkl=URG 200 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: Poland;
GEOLEO18280;6;GEOLEO18280;GEOLEO18270;Karten: Teilräume Polens;lkl=URG 250 or ((fbg=DK 912) and (fbg=DK 914.38*));Maps: Particular Regions of Poland;
GEOLEO18290;5;GEOLEO18290;GEOLEO18250;Karten: ehem. Tschechoslowakei;lkl=URG 300 or ((fbg=DK 912) and (fbg=DK 914.37*));Maps: Former Czechoslovakia;
GEOLEO18300;6;GEOLEO18300;GEOLEO18290;Karten: Teilräume der ehem. Tschechoslowakei;lkl=URG 320 or ((fbg=DK 912) and (fbg=DK 914.37*));Maps: Particular Regions of Former Czechoslovakia;
GEOLEO18310;6;GEOLEO18310;GEOLEO18290;Karten: Tschechische Republik mit Sudetenland;lkl=URG 340 or ((fbg=DK 914.371* or fbg=DK 914.372*) and (fbg=DK 912));Maps: Czech Republic and the Sudetes;
